video_id,author,comment,published_at,likes,sentiment,toxicity,anomaly,summary,sentiment_label,toxicity_label,anomaly_label
VIBWdLLq9kQ,@bhargavaa6089,bro your video was awesome but where is version control git topic. you said about adding github. but what if i expect the previous code to be appear before it modifies,2024-08-14T11:36:15Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@Darkie_bird,Javascript workshop pannunga bro,2023-07-24T14:20:30Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@jeevanandham2399,Brooo flutter series podonga broo unga video tha nalla purithu plzzz podonga broo,2023-08-29T15:19:14Z,1,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@situmo12,Tq bro,2025-08-12T15:10:16Z,0,neutral,non-toxic,normal,,,1,0
Ip2TA2ijDmA,@maniranjanpathak4864,Great lecture❤,2024-05-20T17:21:00Z,1,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@rragavanragavan7148,Really super bro... Pls make more video's related devops,2023-03-29T05:54:43Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@Karthi335,"Hi bro , it will be more helpful if you share ppt",2023-11-22T18:54:44Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@CLICK4CAST,"36:00 , నాకు ఏ బ్రాంచ్ చూపించడం లేదు. నేను master  ఇచ్చిన ఎర్రర్ వస్తోంది.",2023-09-11T09:03:49Z,0,neutral,non-toxic,normal,,,1,0
Ip2TA2ijDmA,@lerocegaming1766,"Thank you so much 😊 
Your video really helps a lot!! Devops",2024-05-20T13:56:50Z,1,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@DavidStephen-x4y,Thank you Brother,2024-08-30T14:13:42Z,0,neutral,toxic,normal,,,1,0
Ip2TA2ijDmA,@Mikael-k6m,"This is perfect, Thanks.",2024-07-05T09:39:56Z,1,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@kuntumallageethika4385,The video is awesome and it is very helpful for the beginners,2023-08-30T11:12:15Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@tarunrajput9696,Nuvvu thopu boss!,2025-07-13T07:55:43Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@GoogleBusinessAccount-mw2sr,Bro Unga voice semaiya iruku. Digital  sound,2023-08-07T15:07:17Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@PuzzlesTVHindi,"Vamshi, you did a great job. Lock cheskunna.",2023-12-16T21:31:49Z,18,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@narasimhulum9714,"Thanks bro💐💐... I feel like,  know the Git & Git Hub now.",2024-01-31T07:19:07Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@vinaykumar-jn5eg,Nice,2024-03-07T06:14:33Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@gowtham9775,"git commit -m ""Thank you Brudha""",2023-11-01T16:33:58Z,1,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@v.deepakvadivel9870,Bro enaku doubt nan other domain la experience iruku but IT move pananum irukuran enaku 27 age ahgum ipo move pana mudiyuma,2023-07-30T12:49:53Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@sabaribdme7852,At 41:21 branch should be commanded after the commit only otherwise it doesn't show the current branch directory,2024-10-15T14:58:40Z,2,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@naveenindiran8624,the best one !,2025-04-10T20:31:29Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@srikanthappanaboina1042,Hii Anna Java selenium lo unde git ye Naa edhi ??,2024-07-21T10:29:34Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@gowsikagowsika2244,Worth uh worth uh💥🔥,2025-03-10T19:29:25Z,3,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@krishnachaithanyamamidi4485,champesav bhayya.....love u,2024-02-12T16:58:15Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@Samiksha-j8w,can you send me this ppt for reference,2025-10-05T07:53:29Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@chejerlamunisai5313,Nice Explanation bro,2024-04-08T10:27:19Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@lakshmann9825,45:11,2024-01-16T17:06:15Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@N.SREEVISHNU.,It's very useful to me. Thank you very much👍🏻👍🏻👍🏻,2025-03-26T13:53:50Z,1,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@shravannagabelly4734,"Very nice explanation, easily understood, Thank you Vamshi brother.",2024-09-20T12:09:25Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@pavankumar-pw9wy,"When I use commit command , I m getting response as author identity unknown , please explain about it",2023-03-10T18:50:35Z,0,negative,toxic,spam,,,1,0
Ip2TA2ijDmA,@inaamullah1851,sir g please make videos on Github actions....,2024-05-20T18:57:39Z,0,neutral,toxic,normal,,,1,0
Ip2TA2ijDmA,@mohitsahu3835,"pura youtube check kiya uske baad ye amazing video mila, Thank You So Much Bhai......... bas ek chij aur like agar hame server par kaam karna hai vahin git lab use karna aur proper deploy karna hai usper thoda aur video aae jae industry level par to maza aa jaega. Again ThankYOU..",2025-03-27T12:03:53Z,1,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@suryaprakash-gp2cp,Nuv nijam ga super bro. Nuv cheptunna topic chala Baga artam ayindi...konchem practice chestey chalu anela chesesav...thanks bro,2024-08-29T02:14:55Z,6,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@kolliparaprasanthkumar9839,nvuh cheppindhi em ardhamkaatledhu broo!,2024-02-01T09:43:22Z,1,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@Importantthings-q,We you not mention -- we want to save the vs code modified file .. and than we want to push it 🥴,2024-08-14T01:56:47Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@karunakaran6416,"Bro  git commit -m ""test2.txt  file added"" sonnigala athu appara  athla vathu e-mail thappunu varuthu poraa athugu appra 
Git   push origin thu appra theryailla bro ithu madu oluga solluga bro please 🙏🙏🙏 pora athu appra thappu varuthu poraaaa 🙏🙏🙏🙏",2023-12-12T16:59:50Z,1,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@allu13595,"It was a wonderful learning from this video. Understood the concepts and last part koncham confuse ga unna meru chepinatlu daily usage lo use chesthe vachestundi ani anipinchindi 
So glad that i found this video and and learnt about git and github",2025-05-15T11:44:34Z,0,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@sridharcharan8216,Thanks Anna ❤,2024-07-05T13:03:11Z,0,neutral,toxic,spam,,,1,0
Ip2TA2ijDmA,@sujatamali31,"For CI/CD, do we need to learn both jenkins and gitlab?
will it be fine if i learn only gitlab?",2025-11-12T05:31:25Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@TheCloudJar,Git branch blank undhi anna command prompt lo while giving git branch,2025-01-02T09:58:38Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@vignesh7143,Canva podunga,2023-07-24T16:09:25Z,1,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@monishraaj8978,Sql podunga bro,2023-07-24T15:12:57Z,0,positive,non-toxic,normal,,,1,0
Ip2TA2ijDmA,@NjoyTheLife,"Great content, please extend the topic with external deployments❤",2024-05-24T19:36:40Z,1,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@bheemasricharan6341,@VamsiBhavani- Superb mate!.,2024-02-22T04:47:13Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@gbalajikav8868,"Thank you very much brother, the way of your teaching is made us full focused, thanks for your valuable time to made this video and knowledge sharing.",2024-01-11T08:03:30Z,1,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@abhilashhasthi9708,Good explanation,2023-05-17T18:17:40Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@prathapsingh.05,"Hi bro, Explain about python function",2023-07-26T12:22:24Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@KarthikeyanChandramohan,hi i'm looking for github actions complete STEP BY STEP tutorial if possible kindly post a video on STEP BY STEP TUTORIAL OF GITHUB ACTIONS IN TAMIL thanks in advance..,2023-10-27T11:25:59Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@AlessiaQuinn-o3h,You just earned a new subscriber,2025-08-07T09:13:52Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@dragonova69,"Nice video
really when followed along with git  n cmd you learn so much
tq anna",2025-05-01T01:53:33Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@devisrimullapudi9914,Thanks bro.....Good one,2024-05-11T19:57:12Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@jaiheera1895,vamsi  Bhavani your way of talking is just like whatever,2024-08-02T09:36:57Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@DhinaKaran-hg7lk,Bro your video is very helpful bro thankyou bro.appdiya react ku oru video podu bro,2024-10-02T17:33:59Z,1,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@renuka6093,"Hi, evaraina please chepthara commit link ante enti adhi ela vethakali? nenu oka course chesi adhi github lo peti ma professor ki share cheste, naku repo link vadhu commit link kavali ani anaru, ah commit link kosam ekada chudali?",2023-11-22T02:06:23Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@esuhoney5687,"Hi sir this is RAO, please sagest for how to prepare private GPT with offline mode",2025-04-08T13:19:17Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@shettygarusairam166,Define git stash,2024-12-27T11:33:45Z,0,positive,non-toxic,normal,,,1,0
Ip2TA2ijDmA,@usmanAli-hw5xu,thank you sir,2024-05-20T13:49:57Z,1,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Sam-nh1vh,Bro... react js podunga podunga bro,2024-01-06T14:32:44Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@sirishaakurathi5674,"That's a very good explanation.
I've few doubts....
1. Is there any difference between master and main? (means I'm deploying code in main branch).
2. We can deploy the code using Add file option also right apart from giving git commands in cmd.
So what's the difference of deploying code between git commands and add file option? @VamsiBhavani
3. Can we remove unwanted files from our github profile using cmd. If so how?",2023-08-28T04:55:48Z,3,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@thilagathilaga44,Bro want cyber security projects video tutorials,2023-09-16T18:06:32Z,0,positive,toxic,normal,,,1,0
Ip2TA2ijDmA,@akshatakamble7128,sir github option is not visible in my gitlab account for inport file . what should i do,2024-08-11T12:45:17Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@perro619,Bro java spring boot videos poduga,2023-09-03T17:03:51Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@bondasuvarna,"naku ""git branch"" ani type chesinappudu em branch name raledu anna so main petti push cheste same error vastundi",2025-02-08T09:51:32Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@JustMeHereSavingMemories,thanks bro it really helps,2025-04-25T19:27:36Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@nature_nature805,best video for git.,2025-08-13T04:11:17Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@vaishnaviv7459,Bro IoT pathi video podunga,2023-07-25T01:57:24Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Galaxy9389-n9o,Semma explanation on github Sir. Watched the full video without skips. I wish there was a person who taught AI like you did in this video.,2024-10-30T14:45:10Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@ksourcetechnologies,"excellent, i got some idea from no idea. in fact, not just some idea. got it very well. thank you",2024-11-05T17:03:58Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@GandamPraveen,Easy ga cheppav great bro 😍,2025-11-08T03:14:34Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@chandramohanch3585,Thanks bro for uploading this video. Its easy to understand and explained the concepts very well.,2023-08-06T07:23:05Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@mahathimahimna6744,Super anna understood everything that you have thought,2024-07-30T02:19:33Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@mr.bandari56,"Really , vamsi so called as god of lecture.",2024-04-14T10:13:28Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@sai_srikakolapu5,Thank you so much anna,2025-05-09T06:52:07Z,0,neutral,non-toxic,normal,,,1,0
Ip2TA2ijDmA,@nsantanu,Excellent video 👍,2025-09-08T09:09:00Z,1,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@-HasikaB,"Thanks a lot na, for this tutorial",2024-08-13T15:13:36Z,1,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@mohamedyousuf8750,Bro yanaku change panna atha M symbol varala bro ean,2023-12-18T07:45:48Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@charan7944,thank u for making this video 🙏,2025-03-23T05:47:46Z,2,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@vinithkumar2182,"Bro , what is  git ssh keys can u explain ?",2023-08-19T10:49:48Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@SharmilaRB-v6o,very usefull Anna,2024-10-15T10:54:58Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@MBAB_MeenatchiSundaram,R programming sollu kudunga bro,2023-08-10T07:04:16Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@kavyavelayutham9472,Firewalls and types pathi konjam soluga bro,2023-08-06T13:44:20Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@RamRRR18,Thanks a lot bro.,2023-12-25T16:01:34Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@audioolby,putty la undhi koncham,2025-07-06T03:26:23Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@mariabaskari9470,Very nice ..,2024-08-06T08:56:53Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@Lavanya-y5e1e,Can't find branch.. And push not occurring.,2025-05-09T16:49:01Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@SaitharunkishorePatnala,"helped me a lot, brother, thank you!!!",2025-09-05T09:04:00Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@chandhinis8613,Vera level bro... Really you are awesome...🤗🤗🤗the way you explained is perfect..as a layman i understood clearly... This is the first time im watching your video... And i will follow you ever...👍👍👍,2023-08-02T17:27:31Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@bharathvincent4805,Thalaiva you are awesome !!!!,2024-07-02T07:51:44Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@keshavravanan2856,"hi bro 
unga tutorial la na java , css la learn pana romba use full ah erudhuchu but neinga suggest panniganu [NIVIA] la ethical  hacking course join pana but ennoda cash dha waste ah pochi but ipa adhu prblm illa unga suggestion la eruku hope dha spoil aguthu bro plz suggest worthy courses.
thanku!",2023-11-22T08:51:27Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@divinesreeram,Wonderful explanation with right examples.,2023-07-22T16:31:39Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@serans486,Bro full stack developer aaga complete technology serious podunga bro,2023-08-26T11:08:59Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@praveenakumar9080,bro while editing text in vscode it is not showing 'm' modified becaz of that after all git commands it is not reflecting in github repo. wat to do pls help,2023-11-28T13:41:59Z,1,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@MIDNYTCHAOS,bro studio la type pandra message vanthu git hub la show aagala bro pls help,2024-05-30T18:01:39Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@GB-bu6vx,Awesome .explained very well,2023-12-28T04:39:35Z,0,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@Usha_is_back,The video is straight to the point and understood very well .TQ very much anna ❤,2024-12-07T12:22:07Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@QuantumCharm1497,"Anna antha Bane undi kani

Main and master entirely different antundi and files master loki verega upload avtunai



Adhi neku kanipinchinatlu kanipiyyatledu",2025-01-01T05:12:32Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@drsbvideos7206,Bayya ads antee anni unnai oka 35 adds vachayi,2025-11-02T14:17:26Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@joechristopher388,SQL video plz,2023-07-27T10:13:29Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@xylina_yvaine,24:34 epdi bro sign in panrathu? git potu search panna endha results um varala and github lla im already signed in I'm trying for more than an hour but couldn't get it,2024-11-02T07:22:04Z,2,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@nasrinbanu4857,Sir wordpress tutorial podunga sir,2024-01-28T01:28:26Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@prashanthmutike292,tq for sharing knowledge,2023-08-04T11:34:51Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@chatmasala6980,Github actions with oracle sql scripts video available uh irukka?,2024-11-25T13:10:03Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@sarojohnaynikkal281,Pls let us know about comptia certification,2023-08-01T16:18:07Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@NikkathNaser,"Hi Brother, I am stuck with adding information for the files created in local git folder. When i add information it doesn't show up M . What could be the reason. I have staged the file and also pushed into Gitrepo folder. Kindly reply me back",2023-10-18T05:45:19Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@prabavathy.r7089,Hai bro please java videos potuga,2023-11-23T11:09:00Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@elamparithiravi1645,Bro SQL tutorial please,2023-07-27T06:36:36Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@sakthidharan30,Bro yada phone tha eruku termux vachi oru mobilr coding video pongunga please 😢😢😢😢,2023-08-01T09:56:04Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@swamyvaleti7684,"thanks for your contribution , collaboration, addition , Edition , Global warmation , Thank you Vamshi Bhavani for this course",2023-08-14T06:16:27Z,2,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@duttepallaramswaroop4978,"git push origin main:main
error: remote-curl: error reading command stream from git

e error vastunde vs code nunchi cheste ade cmd nunchi cheste with key username work avthunde how to solve",2024-08-02T17:37:48Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@maheswarreddy4500,Really good Vamsi bro....,2024-06-30T18:58:19Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@EkambaramVamsi,good content bro i have learn as much as knowledge by watching this vedio .,2024-08-01T05:23:21Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@VishalVuppugandla-b1d,"17:25 goto view and select hidden items, than you can see the .git folder",2023-11-03T15:29:13Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@ArunTejaswiVarmaVatsavai,Terrific explanation...very clear!!,2023-12-10T08:39:58Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@shadhadhakshina6220,git push isnt working for me . why,2023-08-18T15:15:04Z,3,positive,non-toxic,spam,,,1,0
Ip2TA2ijDmA,@saivinith321,Pls make in English,2024-06-09T17:25:09Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@TrinadhBoddala,Great Explanation,2025-08-29T16:59:38Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@sonishravasu9017,your videos are amazing and very useful for beginner who start learning coding and freshers .please also put videos on machine learning and its algorithm from end to end it will be very useful for many students and aspire to become ml engineer or data scientists,2023-09-24T02:28:20Z,2,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@Vijay-cz7pe,Could you also please make a video on Flask API?,2025-04-20T13:25:57Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@keerthu_from_magudansavadi,Hi excel advanced video podunga thalaivare,2024-01-19T18:19:04Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@naveenkumarvaja1038,super ga cheppav bro,2024-06-25T08:09:45Z,0,positive,toxic,spam,,,1,0
Ip2TA2ijDmA,@satyaprakash-l8r,Bhai Tum sab kese pada sakte ho,2024-09-05T17:14:55Z,3,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@prashanthsundar5592,very good Explanation,2025-08-22T11:55:06Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@johnson4822,Degree illama it job kitaikuma please sollunga 🙏🙏🦁,2023-07-24T13:17:15Z,2,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@vishnu-g3g2u,bro ipa naa mba padechutu iruken ena course bro panalam konjam solunga bro,2023-08-05T18:37:02Z,2,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@FarukKhan-r4v,Thank you for explaining in a simple way brother 💌,2024-01-20T12:13:22Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@BabuKonduruji,Absolutely Brilliant. Seema explaining. Indha jenmathukku marakaadhu indha subject. Kodi punniyam da unaku.  Thank you so much.,2023-09-18T17:48:34Z,322,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@ramachandra8781,Thanks for the simple explanation ❤,2025-06-13T05:24:42Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@AnithaPriya-x2c,Nice Bro...I'm working as a full stack trainer and you teach absolutely awesome .,2024-07-01T08:07:27Z,1,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@mallavarapusairam9216,Thank you so much for effort,2023-09-22T09:02:54Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@Karan-q3n2g,Bro enaku got clone work agala error nu varudhu😢😢,2024-12-08T14:44:02Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@Stalin-s1l,Bro how is github used in termux for hacking pls post some hacking or videos which helps to those who wanted to learn hacking❤❤,2024-10-18T11:01:30Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@KannanSelvaraj-45,you're awesome bro💥,2023-07-27T16:33:34Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@logeshR-glass,Bro your videos very useful for beginner programmer,2023-08-15T16:53:59Z,1,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@jillusangeeth416,Devops ku video podunga bro,2023-09-15T06:36:57Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@swaroopranga3037,"Hi Brother, 
How can we move the ""multiple files or whole folder or whole project "" from Working Directory to Staging Area?",2023-06-11T16:52:53Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@ManoranjaniM-hi9gy,Crystal clear explanation ✨ Thankyou anna🤍,2024-07-27T11:51:05Z,1,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@HarshaVardhan-kt5uu,Super bhayya,2023-08-19T18:44:42Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@udaykumar-tb5kn,Pls Devops hero zero playlist cheyandi,2024-09-29T17:18:39Z,0,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@sireeshareddy2338,Super explanation...,2024-11-27T13:09:56Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@PUTHUSAYOSINANBA,Bro coolip poduvingala bro...patha apdi theriuthu😊,2024-02-09T17:52:39Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@AshuAswini-n7v,Bro AI students  usefull  course illa important learn pannramari  solluga,2025-06-29T10:43:29Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@vollalasrinivas8146,Vamshi Bhavani...Excellent boss.....,2025-10-26T07:25:16Z,1,neutral,non-toxic,normal,,,1,0
Ip2TA2ijDmA,@deepakgauttam29,"I was searching terraform youtube video to learn terraform.  I found your video (9 hour terraform video ) after that I am exploring your videos it is very helpful awesome content.

thank you for sharing",2025-01-21T14:36:22Z,5,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@alia-mybea,"Bro  15 .11 while greating a file in folder permission denied (publickey).
Fatal: could not read from remote repository. 
Please make sure you have the correct access rights and the repository exists varuthu bro enna pannalaam",2023-12-15T05:21:15Z,0,negative,non-toxic,normal,,,1,0
Ip2TA2ijDmA,@ajinkyaghorpade1786,Since following from 11k subscribers,2024-05-21T06:23:29Z,1,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@shaurgaleeb6227,"crystal clear ,straight to the point",2023-05-01T11:18:55Z,1,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@BHARATHAJAY1026,TQ brother u save me,2025-06-27T13:15:59Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@gopichand6480,Bro antha ppt ah attach panna mudiyuma   reference kkaga ?,2023-08-22T06:30:03Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@kalluriradhakrishna630,"Good work, Thank you very much.👏👍",2024-05-30T20:10:46Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@dhilip2103,Appadiye UI/UX ku video podunka Anne...,2023-07-24T17:52:54Z,2,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@TD_ManjunathReddy,ultimate ga cheppav bro❤❤❤❤,2025-10-17T10:19:34Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@sowjanyasekharamahanthi9885,This is my first class Let see how this will be,2025-01-24T16:00:49Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@ajaythammana1020,Nice explanation. Thank you for this,2023-04-13T17:26:05Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@Jayanth-jd9nh,super bro..thank you so much,2024-07-03T07:00:16Z,2,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@udayakumarprabakaran9523,Awesome Bro!,2024-12-15T19:31:35Z,1,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@sridharrangarajan8895,This is an amazing video. Vamsi has been so patient and explains the points crystal clear. I was new to git and github. I can proudly say that I can confidently run commands in Github after watching this video and takiung notes.,2025-07-20T19:01:03Z,0,neutral,toxic,normal,,,1,0
Ip2TA2ijDmA,@Aiwn-n4u,"you deserve 1 subscribsion by me, nice way for teaching",2025-05-10T17:00:44Z,1,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@nareshlingala4676,Great explain,2025-06-04T11:34:49Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@VenkataCheera-y6w,"Awesome  In detail  explanation, Thank you Vamsi.",2025-03-05T17:42:19Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@intohomelypages1660,"What certification i should do for scrum master as a beginner. Till now i don't have any certifications. If i do, this will become my first certification. So pls advice🙏",2023-08-07T10:54:30Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@GOPI-gf3fp,36:08,2023-08-04T17:49:43Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Kabilan.S-d3q,Everything is awesome but too many ads. It comes every three minutes once,2025-07-02T14:09:33Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@SairamMadipalli,"Tq so much for this kind of explanation really felt happy . 
Easy to understand 👍",2024-11-22T17:01:18Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@rbharathi7995,Terminal option in Vs code on mobile doesn't work properly let me know is it possible to run on mobile,2025-07-07T16:03:21Z,0,positive,non-toxic,spam,,,1,0
